3518675	-1	-1	-1	-1	-1	0	100	100	100	100	100
1907240	-1	-1	-1	2222053	-1	0	100	100	100	1	100
3490367	-1	1039373	-1	4808970	-1	0	100	2	100	1	100
1996134	-1	1039373	-1	2324313	-1	0	100	4	100	1	100
7653629	-1	1039373	-1	4786813	-1	0	100	6	100	1	100
3525796	-1	1039373	-1	4786813	-1	0	100	7	100	2	100
1913216	-1	6937781	-1	2236893	-1	0	100	2	100	1	100
3501476	-1	6339871	-1	2236893	-1	0	100	1	100	3	100
2008385	-1	6339871	-1	2236893	-1	0	100	2	100	4	100
7665913	-1	1056845	-1	4833701	-1	0	100	2	100	1	100
3507994	-1	1056845	-1	4833701	-1	0	100	3	100	2	100
2016192	-1	7038187	-1	4833701	6481724	0	100	2	100	5	1
3459160	-1	1067432	-1	4833701	6481724	0	100	1	100	7	3
1965629	-1	6961172	-1	2289300	6421461	0	100	3	100	2	1
3519710	-1	6961172	-1	2289300	6421461	0	100	4	100	3	2
1909016	-1	6961172	-1	2229769	6460840	0	100	7	100	2	1
2317	-1	6961172	3305937	2229769	6460840	0	100	9	1	4	3
2313	-1	1166	1720	1523	1096	0	100	4	3	2	1
2322	-1	1168	1723	1762	1094	0	100	4	3	2	1
2327	-1	1174	1540	1755	1099	0	100	4	3	2	1
2329	-1	1174	1730	1742	1103	0	100	4	3	2	1
2335	-1	1178	1730	1743	1103	0	100	3	2	1	5
2339	-1	1178	1730	1738	1111	0	100	6	5	2	1
2349	-1	1178	1730	1731	1116	0	100	9	8	2	1
2366	-1	1178	1730	1713	1124	0	100	12	11	2	1
2383	-1	1195	1688	1703	1134	0	100	4	3	2	1
2396	-1	1195	1676	1691	1135	0	100	8	3	2	1
2402	-1	1199	1671	1678	1139	0	100	4	3	2	1
2415	-1	1199	1656	1672	1139	0	100	7	2	1	4
2430	-1	1209	1656	1588	1146	0	100	3	6	2	1
2439	-1	1209	1656	1639	1143	0	100	6	9	2	1
2451	-1	1218	214748364	1630	1143	0	100	4	3	2	1
2462	-1	1226	1588	1492	1193	0	100	4	3	2	1
2470	-1	1228	1579	1608	1178	0	100	4	3	2	1
2481	-1	1228	1579	1597	1176	0	100	7	6	2	1
2490	-1	1228	1555	1587	1223	0	100	11	3	2	1
2502	-1	1228	1552	1583	1210	0	100	15	3	2	1
2516	-1	1259	1552	1572	1201	0	100	3	7	2	1
2516	-1	1278	1541	1557	1233	5	100	0	3	2	1
2552	-1	1278	1532	1546	1244	0	100	4	3	2	1
2571	-1	1281	1532	1430	1249	0	100	3	7	2	1
2602	-1	1281	1532	1519	1293	0	100	6	10	2	1
2619	-1	1281	1499	1511	1268	0	100	10	3	2	1
2631	-1	1281	1487	1499	1298	0	100	14	3	2	1
2647	-1	1310	1479	1376	1303	0	100	4	3	2	1
2648	-1	1312	1479	1479	1317	0	100	3	7	2	1
2668	-1	1323	1448	1449	1321	0	100	4	3	2	1
2686	-1	1335	1448	1450	1327	0	100	3	7	2	1
2700	-1	1335	1434	1439	1286	0	100	7	3	2	1
2705	-1	1335	1418	1424	1362	0	100	11	3	2	1
2722	-1	1369	1407	1424	1147	0	100	3	2	6	1
2733	-1	1379	1403	1406	1377	0	100	4	3	2	1
2747	-1	1384	1391	1394	1373	0	100	4	3	2	1
2729	-1	1386	1391	1379	1374	0	100	3	7	2	1
2770	-1	1396	1391	1365	1374	0	100	3	11	2	1
2786	-1	1397	1341	1359	1377	0	100	4	3	2	1
2804	-1	1397	1340	1344	1377	0	100	7	2	1	4
2815	-1	1429	1332	1335	1427	0	100	4	3	2	1
2836	-1	1429	1332	1326	1341	0	100	7	6	2	1
2850	-1	1457	1332	1318	1381	0	100	3	10	2	1
2865	-1	1478	1332	1310	1381	0	100	2	13	1	4
2875	-1	1478	1302	1301	1369	0	100	6	3	2	1
2886	-1	1478	1288	1289	1412	0	100	10	3	2	1
2896	-1	1506	1288	1281	1424	0	100	3	7	2	1
2909	-1	1504	1288	1267	1424	0	100	2	10	1	4
2923	-1	1514	1270	1255	1424	0	100	3	2	1	8
2940	-1	1514	1258	1245	1424	0	100	6	2	1	11
2955	-1	1514	1253	1232	1424	0	100	9	2	1	14
2968	-1	1536	1242	1225	1424	0	100	3	2	1	18
2987	-1	1555	1232	1215	1424	0	100	3	2	1	22
3002	-1	1573	1224	1205	1424	0	100	3	2	1	26
3020	-1	1573	1213	1202	1494	0	100	7	3	2	1
3036	-1	1573	1213	1194	1494	0	100	9	5	1	3
3041	-1	1573	1196	1185	1494	0	100	12	2	1	6
3004	-1	1573	1188	1168	1494	0	100	15	2	1	9
3080	-1	1573	1188	1185	1494	0	100	17	4	1	11
3092	-1	1573	1188	1206	1494	0	100	19	6	1	13
3107	-1	1635	1172	1149	1494	0	100	3	2	1	17
3124	-1	1635	1172	1194	1494	0	100	5	4	1	19
3147	-1	1635	1038	1130	1494	0	100	8	2	1	22
3103	-1	1635	1146	1216	1494	0	100	11	2	1	25
3162	-1	1635	1139	1226	1494	0	100	14	2	1	28
3192	-1	1716	1137	1105	1494	0	100	3	2	1	32
3206	-1	1716	1129	1109	1494	0	100	6	2	1	35
3224	-1	1716	1120	1145	1494	0	100	9	2	1	38
3234	-1	1716	1117	1191	1685	0	100	13	3	2	1
