-1	-1	2024	-1	-1	-1	100	100	0	100	100	100
1073	-1	2024	-1	3703	-1	0	100	2	100	1	100
1077	-1	2033	-1	3709	-1	0	100	2	100	1	100
1128	-1	2010	3549	3700	-1	0	100	3	2	1	100
1075	-1	2007	3549	3682	-1	0	100	2	5	1	100
1072	-1	2016	3546	3688	-1	0	100	3	2	1	100
1072	-1	2016	3541	3683	-1	3	100	6	0	1	100
1072	-1	2016	3546	3679	2069	6	100	9	0	2	1
920	-1	2016	3546	3671	2069	0	100	11	2	1	3
1068	-1	2016	3546	3671	2069	0	100	13	4	1	5
1176	-1	2016	3550	3558	2069	0	100	16	2	1	8
1169	-1	2043	3548	3667	2069	0	100	3	2	1	12
1169	-1	2046	3541	3664	2069	0	100	3	2	1	16
1170	-1	2016	3548	3660	2049	0	100	4	3	2	1
1171	-1	2041	3548	3660	2056	0	100	2	6	5	1
1172	-1	2041	3548	3660	2056	0	100	3	7	6	2
1172	-1	1995	3548	3660	2051	0	100	2	10	9	1
1172	-1	1984	3548	3660	2051	0	100	1	12	11	3
1171	-1	2015	3544	3664	2051	0	100	3	2	1	7
1170	-1	2036	3536	3664	2051	0	100	2	1	4	10
1164	-1	2034	3536	3661	2051	0	100	2	4	1	13
1159	-1	2036	3536	3662	2051	0	100	2	7	1	16
1162	-1	2036	3536	3657	2051	0	100	4	9	1	18
1052	-1	2034	3536	3650	2051	0	100	2	12	1	21
1077	-1	2007	3536	3650	2051	0	100	1	14	3	23
1044	-1	2001	3536	3650	2051	0	100	1	16	5	25
1072	-1	2030	3536	3645	2051	0	100	2	19	1	28
1159	-1	2029	3536	3646	2051	0	100	2	22	1	31
1102	-1	2029	3536	3647	2051	0	100	2	25	1	34
1157	-1	2007	3536	3648	2051	0	100	2	28	1	37
1158	-1	2035	3536	3648	2051	0	100	1	30	3	39
1163	-1	2033	3536	3657	2051	0	100	2	33	1	42
1168	-1	2016	3532	3548	2051	0	100	3	2	1	46
1165	-1	2037	3536	3484	2051	0	100	3	2	1	50
1139	-1	2038	3536	3536	1956	0	100	4	3	2	1
1108	-1	2042	3538	3663	1956	0	100	3	2	1	5
1179	-1	2044	3539	3663	1956	0	100	3	2	1	9
1168	-1	2043	3543	3663	1956	0	100	2	1	4	12
1178	-1	2044	3544	3665	2069	0	100	4	3	2	1
1178	-1	2049	3544	3674	2067	4	100	0	7	2	1
1178	-1	2043	3545	3676	1865	8	100	0	3	2	1
1067	-1	2043	3545	3556	1869	0	100	3	6	2	1
1098	-1	2045	3545	3674	1869	0	100	2	9	1	4
1176	-1	2045	3542	3674	2064	0	100	3	2	5	1
1178	-1	2044	3542	3664	2059	0	100	3	6	2	1
1172	-1	2045	3541	3613	1871	0	100	4	3	2	1
1172	-1	2046	3542	3675	1822	5	100	0	3	2	1
