1197	-1	-1	-1	-1	-1	0	100	100	100	100	100
1233	-1	-1	3615	-1	-1	0	100	100	1	100	100
1205	-1	-1	3615	-1	-1	0	100	100	2	100	100
1236	-1	-1	3615	-1	-1	0	100	100	3	100	100
1232	-1	-1	3615	-1	-1	0	100	100	4	100	100
1234	-1	-1	3615	-1	-1	0	100	100	5	100	100
1235	-1	-1	3615	3714	-1	0	100	100	7	1	100
1234	-1	-1	3615	3714	-1	0	100	100	8	2	100
1234	-1	-1	3615	3721	-1	0	100	100	10	1	100
1232	-1	-1	3615	3721	-1	0	100	100	12	1	100
1233	-1	-1	3615	3721	-1	0	100	100	13	2	100
1236	-1	-1	3615	3480	-1	0	100	100	15	1	100
1173	-1	-1	3615	3719	-1	0	100	100	17	1	100
1111	-1	-1	3615	3722	-1	0	100	100	19	1	100
1236	-1	-1	3615	3722	-1	0	100	100	21	1	100
1236	-1	-1	3615	3724	-1	0	100	100	23	1	100
1234	-1	-1	3615	3724	-1	0	100	100	24	2	100
1232	-1	-1	3615	3721	-1	0	100	100	26	1	100
1234	-1	-1	3615	3722	-1	0	100	100	28	1	100
1232	-1	-1	3615	3722	-1	0	100	100	29	2	100
1235	-1	-1	3615	3720	-1	0	100	100	31	1	100
1232	-1	2031	3615	3720	-1	0	100	1	33	3	100
1205	-1	2031	3615	3725	-1	0	100	3	35	1	100
1174	-1	2037	3615	3725	-1	0	100	1	37	3	100
1202	-1	2037	3498	3725	-1	0	100	3	1	5	100
1226	-1	1986	3498	3725	-1	0	100	1	3	7	100
1223	-1	2007	3498	3702	-1	0	100	2	6	1	100
1101	-1	2044	3498	3684	2101	0	100	3	10	2	1
1086	-1	2043	3498	3684	2099	0	100	2	13	5	1
1087	-1	2037	3498	3684	2084	0	100	2	16	8	1
1080	-1	2039	3498	3684	2084	0	100	1	18	10	3
1084	-1	2007	3498	3684	2084	0	100	1	20	12	5
1082	-1	2007	3498	3684	2084	0	100	2	21	13	6
969	-1	2016	3498	3684	2084	0	100	1	23	15	8
1083	-1	2003	3498	3684	2084	0	100	1	25	17	10
837	-1	2011	3498	3684	2084	0	100	1	27	19	12
1082	-1	1997	3498	3684	2075	0	100	2	30	22	1
833	-1	2013	3498	3684	2075	0	100	1	32	24	3
1085	-1	2017	3498	3684	2062	0	100	2	35	27	1
839	-1	2022	3498	3684	2062	0	100	1	37	29	3
863	-1	2022	3498	3684	2062	0	100	1	39	31	5
1083	-1	2009	3498	3684	2062	0	100	1	41	33	7
1082	-1	1996	3498	3684	2062	0	100	1	43	35	9
1080	-1	1995	3498	3684	2058	0	100	2	46	38	1
1088	-1	1994	3498	3684	2058	0	100	1	48	40	3
1116	-1	2001	3498	3684	2058	0	100	1	50	42	5
1091	-1	2025	3498	3684	2077	0	100	2	53	45	1
1088	-1	1998	3498	3684	2077	0	100	1	55	47	3
1088	-1	1995	3498	3498	2078	0	100	3	59	2	1
1153	-1	2016	3498	3498	2060	0	100	2	62	5	1
1089	-1	2024	3498	3498	2060	0	100	1	64	7	3
1089	-1	2014	3498	3498	2060	0	100	1	66	9	5
1093	-1	2001	3498	3498	2062	0	100	2	69	12	1
1090	-1	2027	3498	3498	2062	0	100	1	71	14	3
1090	-1	2003	3498	3498	2062	0	100	1	73	16	5
1088	-1	2009	3498	3498	2062	0	100	1	75	18	7
1088	-1	2006	3498	442	2062	3	100	2	78	0	10
1165	-1	2006	3498	442	2062	0	100	3	79	1	11
1098	-1	2029	3498	442	2062	0	100	1	81	3	13
1161	-1	2029	3498	442	2062	0	100	2	82	4	14
1098	-1	2021	3498	442	2062	0	100	1	84	6	16
1098	-1	1979	3584	3691	2097	5	100	0	3	2	1
1177	-1	1979	3584	3709	2097	0	100	2	5	1	3
1229	-1	1979	3584	3709	2097	0	100	3	6	2	4
1032	-1	1978	3593	3709	2097	0	100	2	1	5	7
1100	-1	1978	3590	3709	2097	0	100	4	1	7	9
1112	-1	1989	3590	3709	2097	0	100	1	3	9	11
1109	-1	1995	3590	3709	2097	0	100	1	5	11	13
1213	-1	1995	3600	3709	2097	0	100	3	1	13	15
1232	-1	1995	3600	3709	2097	0	100	4	2	14	16
1238	-1	1995	3600	3709	2097	0	100	5	3	15	17
1179	-1	1992	3600	3709	2097	0	100	1	5	17	19
